index	siteName	code	job	jobCode	lastName	firstName	category	lastNameHiragana	firstNameHiragana	categoryNumber	firstNameEnglish	lastNameEnglish	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	selection	selectionCode	url	url	id		lastNameKatakana	firstNameKatakana				
27	システム制御系	016	教授	001	中島	求	な	なかしま	もとむ	3	Motomu	Nakashima	システム制御系	016	システム制御コース	016																									スポーツ工学	Sports engineering	バイオメカニクス	Biomechanics	バイオロボティクス	Biorobotics	福祉工学	Welfare engineering	http://www.hei.sc.e.titech.ac.jp/nakashima_labo/motomu/index.html	http://www.hei.mei.titech.ac.jp/nakashima_labo/motomu/index2.html	key_rid=1000181727		ﾅｶｼﾏ	ﾓﾄﾑ	
28	システム制御系	016	特任教授	005	中臺	一博	な	なかだい	かずひろ	3	Kazuhiro	Nakadai	システム制御系	016	システム制御コース	016																									人工知能	AI	ロボティクス	Robotics	音響・音声信号処理	Signal and speech processing	ロボット聴覚と環境理解	Robot audition and scene analysis	http://www.cyb.sc.e.titech.ac.jp/nakadai/		key_t2r2Rid=CTT100519664		ﾅｶﾀﾞｲ	ｶｽﾞﾋﾛ	
31	システム制御系	016	教授	001	中山	実	な	なかやま	みのる	3	Minoru	Nakayama	情報通信系	018	情報通信コース	018	システム制御系	016	システム制御コース	016	社会・人間科学系	028	社会・人間科学コース	028																	ヒューマンファクタ	Human factors	知覚認知	Visual perception	言語理解	Language processing	教育工学	Educational technology	http://www.nk.cradle.titech.ac.jp/~nakayama/index.html	http://www.nk.cradle.titech.ac.jp/~nakayama/index_e.html	key_rid=7000017909		ﾅｶﾔﾏ	ﾐﾉﾙ	
32	システム制御系	016	特任准教授	006	西田	健次	な	にしだ	けんじ	3	Kenji	Nishida	システム制御系	016	システム制御コース	016																									パターン認識	Pattern recognition	コンピュータ・ビジョン	Computer vision	機械学習	Machine learning			http://lab2.nakadai.org/staff/nishida/?type=profilejp	http://lab2.nakadai.org/staff/nishida/?type=profileen	key_rid=B000308199		ﾆｼﾀﾞ	ｹﾝｼﾞ	
33	システム制御系	016	准教授	002	畑中	健志	は	はたなか	たけし	2	Takeshi	Hatanaka	システム制御系	016	システム制御コース	016	情報工学系	023	情報工学コース	023																					システム制御	Systems and control	サイバー・フィジカルシステム制御	Control of cyber-physical systems					http://www.hfg.sc.e.titech.ac.jp/hatanaka_lab/	http://www.hfg.sc.e.titech.ac.jp/hatanaka_lab/	key_rid=7000017673		ﾊﾀﾅｶ	ﾀｹｼ	
34	システム制御系	016	教授	001	蜂屋	弘之	は	はちや	ひろゆき	2	Hiroyuki	Hachiya	システム制御系	016	システム制御コース	016																									超音波計測	Ultrasonic measurement	医用超音波	Ultrasound in medicine	音響イメージング	Acoustic imaging	海洋音響	Marine acoustics	http://www.us.ctrl.titech.ac.jp/	http://www.us.ctrl.titech.ac.jp/	key_rid=1000015775		ﾊﾁﾔ	ﾋﾛﾕｷ	
35	システム制御系	016	助教	004	服部	佑哉	は	はっとり	ゆうや	2	Yuya	Hattori	システム制御系	016	システム制御コース	016																																			key_rid=B000003308		ﾊｯﾄﾘ	ﾕｳﾔ	
35	システム制御系	016	准教授	002	早川	朋久	は	はやかわ	ともひさ	2	Tomohisa	Hayakawa	システム制御系	016	システム制御コース	016																									制御理論	Control theory	力学系理論	Dynamical systems theory	航空宇宙工学	Aerospace engineering	ネットワークシステム	Network dynamical systems	http://www.dsl.sc.e.titech.ac.jp/index_jp.html	http://www.dsl.sc.e.titech.ac.jp/index.html	key_rid=5000090877		ﾊﾔｶﾜ	ﾄﾓﾋｻ	
37	システム制御系	016	准教授	002	原	精一郎	は	はら	せいいちろう	2	Seiichiro	Hara	システム制御系	016	システム制御コース	016	機械系	015	機械コース	015																					表面形状計測	Surface ｍetrology	計測情報処理	Measurement information processing	品質工学	Quality engineering	加工計測	Process measurement	http://www.mips.mei.titech.ac.jp	http://www.mips.mei.titech.ac.jp	key_rid=1000325551		ﾊﾗ	ｾｲｲﾁﾛｳ	
38	システム制御系	016	教授	001	平田	敦	は	ひらた	あつし	2	Atsushi	Hirata	機械系	015	機械コース	015	システム制御系	016	システム制御コース	016																					表面工学	Surface engineering	薄膜工学	Thin film technology	トライボロジー	Tribology	材料加工	Materials processing	http://www.surfeng.mech.e.titech.ac.jp/		key_rid=1000181735		ﾋﾗﾀ	ｱﾂｼ	
	システム制御系	016	特定准教授	010	平田	慎之介	は	ひらた	しんのすけ	2	Shinnosuke	Hirata	システム制御系	016	システム制御コース	016																																			key_rid=6000017789		ﾋﾗﾀ	ｼﾝﾉｽｹ	
40	システム制御系	016	特定教授	009	藤田	政之	は	ふじた	まさゆき	2	Masayuki	Fujita	システム制御系	016	システム制御コース	016																									システム制御	Systems and control	ネットワーク化ロボティクス	Networked robotics					http://www.fl.ctrl.titech.ac.jp/	http://www.fl.ctrl.titech.ac.jp/	key_rid=1000052865		ﾌｼﾞﾀ	ﾏｻﾕｷ	
41	情報通信系	018	特任准教授	006	ベラール	ダニエル	は	べらーる	だにえる	1	Daniel	Berrar	情報通信系	018	情報通信コース	018	システム制御系	016	システム制御コース	016																					データサイエンス	Data science	機械学習	Machine learning	バイオインフォマティクス	Bioinformatics			http://www.berrar.com/	http://www.berrar.com/	key_t2r2Rid=CTT100614057		ﾍﾞﾗｰﾙ	ﾀﾞﾆｴﾙ	
42	システム制御系	016	教授	001	三宅	美博	ま	みやけ	よしひろ	3	Yoshihiro	Miyake	情報工学系	023	知能情報コース	005	システム制御系	016	システム制御コース	016	情報工学系	023	情報工学コース	023																	共創システム	Co-creation system	コミュニケーション科学	Communication science	認知神経科学	Cognitive neuroscience	ヒューマンインタフェース	Human interface	http://www.myk.dis.titech.ac.jp	http://www.myk.dis.titech.ac.jp	key_t2r2Rid=CTT100381357		ﾐﾔｹ	ﾖｼﾋﾛ	
43	システム制御系	016	准教授	002	宮﨑	祐介	ま	みやざき	ゆうすけ	3	Yusuke	Miyazaki	システム制御系	016	システム制御コース	016																									傷害バイオメカニクス	Injury biomechanics	人間システムモデリング	Human system modeling	スポーツ工学	Sports engineering			http://www.hei.sc.e.titech.ac.jp/miyazaki_labo/miyazaki.html	http://www.hei.mei.titech.ac.jp/miyazaki_labo/english.html	key_rid=5000093288		ﾐﾔｻﾞｷ	ﾕｳｽｹ	
	システム制御系	016	助教	004	紋野	雄介	ま	もんの	ゆうすけ	3	Yusuke	Monno	システム制御系	016	システム制御コース	016																									コンピュータビジョン	Computer vision	画像処理	Image processing	画像センシング	Image sensing			http://www.ok.sc.e.titech.ac.jp/~ymonno/index-j.html	http://www.ok.sc.e.titech.ac.jp/~ymonno/	key_rid=B000329309		ﾓﾝﾉ	ﾕｳｽｹ	
45	システム制御系	016	准教授	002	山北	昌毅	や	やまきた	まさき	5	Masaki	Yamakita	システム制御系	016	システム制御コース	016	システム制御系	016	エンジニアリングデザインコース	002																					制御工学	Control engineering	ロボティックス	Robotics	適応・学習	Adaptive Learning			http://www.ac.ctrl.titech.ac.jp/	http://www.ac.ctrl.titech.ac.jp/	key_rid=1000181734		ﾔﾏｷﾀ	ﾏｻｷ	
46	システム制御系	016	教授	001	山村	雅幸	や	やまむら	まさゆき	5	Masayuki	Yamamura	情報工学系	023	知能情報コース	005	システム制御系	016	システム制御コース	016	情報工学系	023	情報工学コース	023	生命理工学系	024	生命理工学コース	024													システム生物学	Systems biology	合成生物学	Synthetic biology	人工知能	Artificial intelligence	人工生命	Artifical life	http://www.ali.c.titech.ac.jp/	http://www.ali.c.titech.ac.jp/en/index.html	key_rid=1000222078		ﾔﾏﾑﾗ	ﾏｻﾕｷ	
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
